跴	On サイ; Kun お.う — step on; tread on; search for
践	On セン; Kun ふ.む — tread; step on; trample; practice; carry through
跼	On キョク; Kun こご.む, くぐま.る, かが.む, せぐく.まる — bow; stoop; bend over; crouch
跿	On ト; Kun — — barefoot
踆	On シュン, ソン; Kun しりぞ.く — squat
踈	On ソ, ショ; Kun うと.い, うと.む, まば.ら — neglect; careless; lax
踉	On ロウ, リョウ; Kun — — stagger; falter
踊	On ヨウ; Kun おど.る — jump; dance; leap; skip
踋	On キャク, キャ, カク; Kun あし — the foot or feet; cast of a play
踌	hesitate; falter; smug; self-satisfied
踏	On トウ; Kun ふ.む, ふ.まえる — step; trample; carry through; appraise; evade payment
踐	On セン; Kun ふ.む — step on; trample; practice; carry through
踔	On トウ, チョウ; Kun たく, ふ.む — to get ahead; to stride; to excel
踖	On セキ, シャク, サク; Kun ふ.む — trample on; tread on; walk on
踝	On カ; Kun くるぶし — ankle
踞	On キョ, コ; Kun うずく.まる — crouch; cower
踟	On チ; Kun — — hesitate
踠	On エン, オン, ワ; Kun かが.む, もが.く — writhe; struggle; be impatient
踡	On ケン; Kun かが.む — curled; coiled
踢	On テキ, チャク, シャク; Kun け.る — kick
踣	On ホク, ホウ, ハイ; Kun たお.れる — to stumble and fall prone stiff in death
踦	On キ; Kun かたあし — the shin; to pierce; to touch
踧	On シュク, テキ, ジャク; Kun いきやすい — uneasiness; nervousness; level
踪	On ソウ, ショウ; Kun あと — remains; clue; footprint
踰	On ユ, ヨウ; Kun こ.える — go beyond
踱	On タク, ジャク; Kun はだし — stroll; pace; walk slowly
踴	On ヨウ; Kun おど.る — jump; dance; leap; skip
踵	On ショウ; Kun かかと, くび.す, きび.す, つ.ぐ — heel
踶	On テイ, ダイ, チ, ジ; Kun ふ.む — paw
踹	On セン, タン; Kun かかと — trample; tread; kick
踽	On ク; Kun — — to walk alone; self-reliant
蹀	On チョウ, ジョウ; Kun ふ.む — to skip; to dance; to put the foot down
蹁	On ヘン; Kun よろめ.く — to walk with a limp
蹂	On ジュウ; Kun ふ.む — step on
蹄	On テイ; Kun ひづめ — hoof
蹇	On ケン; Kun いざ.る, あしなえ, なや.む — cripple
蹈	On トウ; Kun ふ.む — step on; trample; carry through; appraise; evade payment
蹉	On サ; Kun つまず.く — stumble
蹊	On ケイ; Kun みち, わた.る — path
蹋	On トウ; Kun ふ.む — step on; tread on; stumble; slip
蹌	On ソウ, ショウ; Kun うご.く, よろ.めく — move; stagger
蹏	On テイ; Kun ひづめ — hoof
蹐	On セキ; Kun — — stealthy footsteps
蹔	On サン; Kun とっしん.する — temporary; fleeting; ephemeral
蹕	On ヒツ; Kun さきばらい — one who preceeds king in procession
蹙	On シュク, セキ; Kun せ.まる — a tight place; scowl; approaching
蹜	On シュク, スク; Kun — — walk carefully
蹝	On シ; Kun ふ.む — sandal
蹟	On セキ, シャク; Kun あと — remains; traces; footprint
蹠	On セキ; Kun あしうら, あしのうら — sole of foot
蹡	On ショウ, ヨウ, ソウ; Kun — — to limp; walking; in motion
蹢	On テキ, ジャク, タク; Kun たたず.む — hoof; falter; to hesitate
蹣	On マン, ハン; Kun よろ.めく — staggering; tottering
蹤	On ショウ; Kun あと — footprints; traces; tracks
蹩	On ヘツ, ベチ; Kun ふ.む — to limp
蹬	On トウ; Kun よろめ.く — step on; tread on; lose energy
蹭	On ソウ, ショウ; Kun よろめ.く — procrastinate; dilly dally
蹰	On チュウ, チュ, シュウ, ジュ; Kun ためら.う — hesitate; waver; falter
蹱	On ショウ, シュ, チョウ, チュ; Kun ためら.う — to stagger along; to fall
蹲	On ソン, シュン; Kun つくば.う, うずくま.る — crouch; squat; cower
蹴	On シュク, シュウ; Kun け.る — kick
蹶	On ケツ, ケイ; Kun たお.れる, つまず.く — stumble
蹹	On トウ; Kun ふ.む — to tread on; to stamp; to walk
蹺	On キョウ; Kun みがるい — raise one's foot
蹻	On キョウ, キャク, ガク; Kun — — strong; brave; sandals; shoes
蹼	On ボク, ホク; Kun みずかき — webfoot; web
躁	On ソウ; Kun さわ.ぐ — noisy
躂	On タツ, タチ; Kun つまず.く — stumble; slip
躄	On ヘキ; Kun いざ.る, いざ.り — crawl; cripple
躅	On チョク, タク; Kun — — tap with the feet; ruins
躇	On チョ, チャク; Kun ためら.う — hesitate
躉	On トン; Kun はしけ — sell or buy wholesale; store
躊	On チュウ, チュ, シュウ, ジュ; Kun ためら.う — hesitate
躋	On セイ, サイ; Kun のぼ.る — climb
躍	On ヤク; Kun おど.る — leap; dance; skip
躐	On リョウ; Kun ふ.む — to stride over; to step across
躑	On テキ; Kun しゃが.む, たちもとお.る — squat; sit on heels; loiter
躒	On レキ, リャク, ラク; Kun うご.く — walk; move
躓	On チ; Kun つまず.く — stumble
躔	On テン; Kun ふ.む — movement of the sun/moon through the heavens
躕	On チュウ, チュ, シュウ, ジュ; Kun ためら.う — hesitate; waver; falter
躙	On リン; Kun にじ.る, ふ.む — edge forward; trample
躚	On セン; Kun ま.う — wander about; walk around; revolve
躛	On エイ, エ, カイ, ケ; Kun ふ.む — exaggerate
躝	On ラン, タン; Kun こ.える — to pass; to step over; to creep; to twine round
躞	On ショウ; Kun ゆ.く — to walk
躡	On ジョウ; Kun ふ.む — step on
躧	On シ, リ, サイ, シャ; Kun くつ — sandal
躩	On キャク, カク, ケキ; Kun すすまない — take quick; short steps
躪	On リン; Kun にじ.る, ふ.む — edge forward; trample
身	On シン; Kun み — somebody; person; one's station in life
躬	On キュウ, キョウ; Kun み — body; self
躭	On タン; Kun ふ.ける — to delay; to loiter; to hinder
躯	On ク; Kun むくろ, からだ — body; corpse; tree with rotten core
躰	On タイ, テイ; Kun からだ, かたち — the body; substance; object; reality
躱	On タ; Kun かわ.す — dodge; parry; avoid
躳	On キュウ, キョウ; Kun み — body; self
躶	bare; nude; undress; strip
躺	On トウ; Kun ふ.す — lie down; recline
躾	On —; Kun しつ.ける, しつけ — training; (kokuji)
軀	On ク; Kun むくろ, からだ — body
軄	On ショク, ソク; Kun — — to govern; to oversee; to manage; to direct official duty; office
軅	On —; Kun やがて — soon after; presently; almost; all but; no more than; after all; (kokuji)
軆	On タイ, テイ; Kun からだ, かたち — body; group; class; unit
軈	On —; Kun やがて — soon after; presently; almost; all but; no more than; after all; (kokuji)
車	On シャ; Kun くるま — car
軋	On アツ; Kun きし.る, きし.む — squeak; creak; grate
軌	On キ; Kun — — rut; wheel; track; model; way of doing
軍	On グン; Kun いくさ — army; force; troops; war; battle
軏	On ゲツ, ガチ, ゴツ, ゴチ; Kun くさび — cross-bar at end of poles of cart
軒	On ケン; Kun のき — flats; counter for houses; eaves
軔	On ジン, ニン, ジ, ニ; Kun はどめ — block that keeps wheel from moving
軛	On ヤク, アク; Kun くびき — yoke
軜	On ドウ, ノウ, ダイ, ナイ; Kun たづな — reins
軟	On ナン; Kun やわ.らか, やわ.らかい — soft
転	On テン; Kun ころ.がる, ころ.げる, ころ.がす, ころ.ぶ, まろ.ぶ, うたた, うつ.る, くる.めく — revolve; turn around; change
軣	On コウ; Kun とどろ.かす, とどろ.く — rumble; explosion; blast
軨	On レイ, リョウ; Kun てすり — lattice work on front and sides
軫	On シン; Kun よこぎ — sad; revolve
軰	On ハイ; Kun -ばら, やから, やかい — row of carriages; generation; class; series a kind; denotes the plural
軷	On ハツ, バチ, ハイ; Kun — — sacrifice
軸	On ジク; Kun — — axis; pivot; stem; stalk; counter for book scrolls
軹	On シ, キ, シン; Kun あな, じくがしら — end of axle; divergent
軺	On ヨウ, ショウ, チョウ; Kun — — small light carriage
軻	On カ; Kun — — difficult progress
軼	On イツ, テツ; Kun すぎ.る — pass along
軽	On ケイ, キョウ, キン; Kun かる.い, かろ.やか, かろ.んじる — lightly; trifling; unimportant
軾	On ショク, シキ; Kun しきみ — front railing on a carriage
輀	On ジ; Kun ひつぎぐるま — hearse
較	On カク, コウ; Kun くら.べる — contrast; compare
輅	On ロ; Kun くるま — carriage
輇	On セン, チュン, ケン; Kun — — cart wheel with no spokes
輈	On チュウ, チュ, シュウ, シュ; Kun — — shaft
載	On サイ; Kun の.せる, の.る — ride; board; get on; place; spread; 10**44; record; publish
輊	On チ; Kun — — low
輌	On リョウ; Kun — — numerary adjunct for vehicles
輏	On ユウ, ユ; Kun かる.い — light; light carriage
輒	On チョウ; Kun すなわち, わきぎ — promptly; easily; i.e.
輓	On バン; Kun おそ.い, ひ.く — pull
輔	On ホ, フ; Kun たす.ける — help
輕	On ケイ; Kun かる.い, かろ.やか, かろ.んじる — light; easy; simple; gentle
輗	On ゲイ, ギ; Kun くさび — cross bar at end of carriage pole
輘	On リョウ, ロウ; Kun ひきつぶ.す — car-rut; rumbling of a cart
輙	On チョウ; Kun すなわち, わきぎ — sides of chariot were weapons
輛	On リョウ; Kun — — counter for large vehicles
輜	On シ; Kun こにだ, ほろぐるま, にぐるま — wagon; dray; canopied cart
輝	On キ; Kun かがや.く — radiance; shine; sparkle; gleam; twinkle
輞	On ボウ, モウ; Kun わ — exterior rim of wheel
輟	On テツ; Kun や.める — stop; mend
輠	On カ, ワ, ガ, ゲ; Kun あぶらつぼ — grease pot hung under axle of cart
輥	On コン; Kun まわる — turn round; revolve; roller
輦	On レン; Kun たごし, てぐるま — palanquin
輧	On ビョウ, ヘイ; Kun あつ.まる, かく.す — curtained carriage used by women
輩	On ハイ; Kun -ばら, やから, やかい, ともがら — comrade; fellow; people; companions
輪	On リン; Kun わ — wheel; ring; circle; link; loop; counter for wheels and flowers
輬	On リョウ; Kun ねぐるま — hearse; carriage
輭	On ゼン, ネン, ナン; Kun ねぐるま — flexible; pliable; weak; feeble
輮	On ジュウ, ニュ; Kun おおわ — exterior rim of wheel
輯	On シュウ; Kun あつ.める, やわ.らぐ — gather; collect; compile
輳	On ソウ; Kun あつ.まる — gather
輴	On チュン; Kun — — sled
輵	On カツ, カチ, アツ, エチ; Kun — — great array of spears and chariots
輶	On ユウ, ユ; Kun かる.い — light carriage; trifling; light
輸	On ユ, シュ; Kun — — transport; send; be inferior
輹	On フク; Kun とこしばり — connection between axle and carriage
輻	On フク; Kun や — spoke (wheel)
輾	On テン, ネン; Kun きし.る, めぐ.る — squeak
輿	On ヨ; Kun かご, こし — palanquin; bier; public opinion; the earth
轀	On オン, ウン; Kun — — hearse
轂	On コク; Kun こしき — hub (of wheel)
轄	On カツ; Kun くさび — control; wedge
轅	On エン; Kun ながえ — shaft
轆	On ロク; Kun ころ — pulley; roller
轇	On コウ, キョウ; Kun とおくながい — complicated; confused; dispute
轉	On テン; Kun ころ.がる, ころ.げる, ころ.がす, ころ.ぶ, まろ.ぶ, うたた, うつ.る — shift; move; turn
轊	axle-tip
轌	On —; Kun そり — sleigh; sled; (kokuji)
轍	On テツ; Kun わだちい, わだち — rut; wheel track
轎	On キョウ; Kun かご — palanquin; litter
轏	On サン, ゼン; Kun — — sleeping cart
轑	On ロウ, リョウ; Kun たわ.める — rut
轒	On フン; Kun — — chariot
轔	On リン; Kun ひび.き — rumbling of vehicles; threshold
轕	On カツ, カチ, ケチ; Kun かしま.しい — great array of spears and chariots
轗	On カン, コン; Kun — — difficulty; misfortune
轘	On カン, ケン; Kun くるまざき — tear asunder between chariots
轜	On ジ; Kun ひつぎぐるま, じしゃ — hearse
轝	On ヨ; Kun こし — envy; hate; dislike; resentment
轞	On カン, ゲン; Kun ひび.き — vehicle for transporting prisoners
轟	On ゴウ, コウ; Kun とどろ.かす, とどろ.く — roar; thunder; boom resound
轡	On ヒ; Kun くつわ, たづな — bit (horse)
轢	On レキ; Kun ひ.く, きし.る — run over
轣	On レキ; Kun — — creaking sound
轤	On ロ; Kun — — pulley
辛	On シン; Kun から.い, つら.い, -づら.い, かのと — spicy; bitter; hot; acrid
辜	On コ; Kun つみ — sin; crime
辞	On ジ; Kun や.める, いな.む — resign; word; term; expression
辟	On ヘキ, ヒ; Kun きみ, ひら.く, め.す — false; punish; crime; law
辠	On サイ, セ; Kun つみ, そしる — crime; sin; vice; evil; hardship
辡	On ヘン; Kun うった.える — recrimination; wrangling
辣	On ラツ; Kun から.い — pungent; spicy; harsh; cruel; severe
辤	On ジ; Kun や.める — words; speech; sentence; expression or phrase; message
辥	On セツ, セチ; Kun つみ — variety of marsh grass
辦	On ハン; Kun つと.める — manage; do; handle; deal with
辧	On ベン, ヘン; Kun わきま.える, わ.ける, はなびら, あらそ.う — manage; do; handle; deal with
辨	On ベン, ヘン; Kun わきま.える, わ.ける, はなびら, あらそ.う — discrimination; dispose of; distinguish
辭	On ジ; Kun や.める — words; speech; expression; phrase
辮	On ベン, ヘン; Kun あ.む — braid
辯	On ベン, ヘン; Kun わきま.える, わ.ける, はなびら, あらそ.う — speech; dialect
辰	On シン, ジン; Kun たつ — sign of the dragon; 7-9AM; fifth sign of Chinese zodiac; shin dragon radical (no. 161)
辱	On ジョク; Kun はずかし.める — embarrass; humiliate; shame
農	On ノウ; Kun — — agriculture; farmers
辵	On チャク; Kun — — walk; walking; road radical (no. 162)
辶	On チャク; Kun — — walk; walking; road radical variant (no. 162)
辷	On —; Kun すべ.る, すべ.らす — glide; skate; slip; fail in exams; (kokuji)
辺	On ヘン; Kun あた.り, ほと.り, -べ — environs; boundary; border; vicinity
辻	On —; Kun つじ — crossing; crossroad; street corners; (kokuji)
込	On —; Kun -こ.む, こ.む, こ.み, -こ.み, こ.める — crowded; mixture; in bulk; included; (kokuji)
达	On タツ, タチ, テイ, タイ; Kun なめ.らか, すべ.る, たっす.る — arrive at; reach; intelligent; smooth; slippery
辿	On テン; Kun たど.る, たどり — follow (road); pursue
迁	On セン; Kun うつ.る, うつ.す, みやこがえ — move; shift; change; transfer; relocate a capital city
迂	On ウ; Kun — — roundabout way
迄	On キツ; Kun まで, およ.ぶ — until; up to; as far as; to the extent
迅	On ジン; Kun — — swift; fast
迆	On イ, タ; Kun な.なめ — wind; walk out of straight path
迊	On ソウ; Kun めぐ.る, めぐ.らす — to go round; to make a circuit; to make a revolution; to turn round
迋	On オウ; Kun ゆ.く, あざむ.く — travel; go to; deceive; scare
迍	On チュン, トン; Kun — — falter; hesitate
迎	On ゲイ; Kun むか.える — welcome; meet; greet
运	On ウン; Kun はし.る — run; simplified form of kanji for luck; fortune; ship; transport
近	On キン, コン; Kun ちか.い — near; early; akin; tantamount
迓	On ガ, ゲ, ギョ, ゴ; Kun むか.える — to go to meet; to receive; as a guest
返	On ヘン; Kun かえ.す, -かえ.す, かえ.る, -かえ.る — return; answer; fade; repay
迕	On ゴ; Kun であ.う — obstinate; perverse
迚	On —; Kun とても — some way or other; very; (kokuji)
迢	On チョ, チョウ; Kun — — far off; distant
迣	On セイ, テイ, レイ; Kun さえぎ.る — to leap over
迤	On イ, タ; Kun な.なめ — wind; walk out of straight path
迥	On ケイ, ギョウ; Kun はるか — far; distant
迦	On カ, ケ; Kun — — (used phonetically)
迨	On タイ; Kun いた.る — until; when; seize; arrest
迩	On ジ, ニ; Kun ちか.い — approach; near; close
迪	On テキ; Kun みち, みちび.く, すす.む, いた.る — edify; way; path
迫	On ハク; Kun せま.る — urge; force; imminent; spur on
迭	On テツ; Kun — — transfer; alternation
迯	On トウ; Kun に.げる, に.がす, のが.す, のが.れる — escape; flee; abscond; dodge
述	On ジュツ; Kun の.べる — mention; state; speak; relate
迴	On カイ, エ; Kun — — go around
迷	On メイ; Kun まよ.う — astray; be perplexed; in doubt; lost; err; illusion
迸	On ホウ, ヒョウ; Kun ほとばし.る, はし.る — gush out; spurt
迹	On セキ, シャク; Kun あと — mark; print; impression
迺	On ナイ, ダイ, アイ; Kun の, すなわ.ち, なんじ — in other words; thou; you; possessive particle
迻	On イ; Kun うつ.る — to shift; to transfer; to translate
追	On ツイ; Kun お.う — chase; drive away; follow; pursue; meanwhile
退	On タイ; Kun しりぞ.く, しりぞ.ける, ひ.く, の.く, の.ける, ど.く — retreat; withdraw; retire; resign; repel; expel; reject
送	On ソウ; Kun おく.る — escort; send
适	On カツ, ガチ; Kun はや.い — go; reach; appropriate; suitable
逃	On トウ; Kun に.げる, に.がす, のが.す, のが.れる — escape; flee; shirk; evade; set free
逄	On ホウ; Kun ふさ.ぐ — surname
逅	On コウ; Kun あ.う, まみ.える — meet
逆	On ギャク, ゲキ; Kun さか, さか.さ, さか.らう — inverted; reverse; opposite; wicked
逈	On ケイ, ギョウ; Kun はるか — distant; far; separated; different
逋	On ホ, フ; Kun のが.れる — flee
逌	On ユウ, ユ; Kun ゆる.やか — please; smiling; complacent
逍	On ショウ; Kun — — saunter; loaf
逎	On シュウ; Kun せま.る, つよ.い — strong; unyielding; forceful
透	On トウ; Kun す.く, す.かす, す.ける, とう.る, とう.す — transparent; permeate; filter; penetrate
逐	On チク; Kun — — pursue; drive away; chase; accomplish; attain; commit
逑	On キュウ; Kun つれあ.い — pair; gather; meet
逓	On テイ; Kun かわ.る, たがいに — relay; in turn; sending
途	On ト; Kun みち — route; way; road
逕	On ケイ; Kun みち, こみち, さしわたし, ただちに — path
逖	On テキ; Kun とお.い — far
逗	On トウ, ズ; Kun とど.まる — stop
這	On シャ, ゲン; Kun は.う, は.い, むか.える, この — crawl; creep; grovel; trail (vines)
通	On ツウ, ツ; Kun とお.る, とお.り, -とお.り, -どお.り, とお.す, とお.し, -どお.し, かよ.う — traffic; pass through; avenue; commute; counter for letters, notes, documents, etc.
逛	On キョウ, コウ; Kun はし.る — ramble; stroll; roam; wander
逝	On セイ; Kun ゆ.く, い.く — departed; die
逞	On テイ; Kun たくま.しい — sturdy; brawny; bold
速	On ソク; Kun はや.い, はや-, はや.める, すみ.やか — quick; fast
造	On ゾウ; Kun つく.る, つく.り, -づく.り — create; make; structure; physique
逡	On シュン; Kun しりぞ.く — saunter; go back
逢	On ホウ; Kun あ.う, むか.える — meeting; tryst; date; rendezvous
連	On レン; Kun つら.なる, つら.ねる, つ.れる, -づ.れ — take along; lead; join; connect; party; gang; clique
逧	On —; Kun さこ, せこ — ravine; valley; (kokuji)
逩	On ホン, カム; Kun はし.る — to run quickly
逬	On ホウ, ヒョウ, ヘイ; Kun はし.る, ほとばし.る, しりぞ.ける, つかう — to scatter; to expel; to crack; to split; to jump
逭	On カン; Kun のが.れる — to escape from; to flee; to avoid
逮	On タイ; Kun — — apprehend; chase
逯	On リョク, ロク, タイ, ダイ; Kun — — leave without reason; surname
週	On シュウ; Kun — — week
進	On シン; Kun すす.む, すす.める — advance; proceed; progress; promote
逴	On タク, チャク; Kun とお.い — argue; quarrel; squabble; far
逵	On キ; Kun おおじ — broad road
逶	On イ; Kun — — long; winding; oblique
逷	On ケキ, チャク, テキ; Kun とお.い — distant; far away
逸	On イツ; Kun そ.れる, そ.らす, はぐ.れる — deviate; idleness; leisure; miss the mark; evade; elude; parry; diverge
逹	On タツ, ダ; Kun -たち — arrive at; reach; intelligent
逼	On フク, ヒツ, ヒョク, ヒキ; Kun せま.る, むかばき — urge; force; imminent; spur on
逾	On ユ; Kun いよいよ, こ.える — pass; go beyond
遁	On トン, シュン; Kun のが.れる — flee; escape; shirk; evade; set free
遂	On スイ; Kun と.げる, つい.に — consummate; accomplish; attain; commit (suicide)
遄	On セン; Kun しばしば — to hurry; to go to and fro
遅	On チ; Kun おく.れる, おく.らす, おそ.い — slow; late; back; later
遇	On グウ; Kun あ.う — meet; encounter; interview; treat; entertain; receive; deal with
遉	On テイ; Kun うかが.う, さすが — as might be expected
遊	On ユウ, ユ; Kun あそ.ぶ, あそ.ばす — play
運	On ウン; Kun はこ.ぶ — carry; luck; destiny; fate; lot; transport; progress; advance
遍	On ヘン; Kun あまね.く — everywhere; times; widely; generally
過	On カ; Kun す.ぎる, す.ごす, あやま.ち, あやま.つ, よぎ.る, よ.ぎる — overdo; exceed; go beyond; error
遏	On アツ; Kun とど.める, と.める — stop; suppress
遐	On カ; Kun とお.い, なんぞ — distant
遑	On カン, コウ; Kun いとま, ひま — leisure
遒	On シュウ; Kun せま.る, つよ.い — strong; powerful
道	On ドウ, トウ; Kun みち, いう — road-way; street; district; journey; course; moral; teachings
達	On タツ, ダ; Kun -たち — accomplished; reach; arrive; attain
違	On イ; Kun ちが.う, ちが.い, ちが.える, -ちが.える, たが.う, たが.える — difference; differ
遖	On —; Kun あっぱれ — bravo; admirable; (kokuji)
遘	On コウ; Kun あ.う, まみ.える — meet
遙	On ヨウ; Kun はる.か — far off; distant; long ago
遛	On リュウ; Kun — — take walk; stroll
遜	On ソン; Kun したが.う, へりくだ.る, ゆず.る — humble; modest
遝	On トウ; Kun いりま.じる — mixed; abundant; assorted
遞	On テイ; Kun かわ.る, たがいに — hand over; deliver; substitute
遠	On エン, オン; Kun とお.い — distant; far
遡	On ソ, サク; Kun さかのぼ.る — go upstream; retrace the past
遢	On トウ; Kun — — careless; negligent; slipshod
遣	On ケン; Kun つか.う, -つか.い, -づか.い, つか.わす, や.る — dispatch; despatch; send; give; donate; do; undertake
遥	On ヨウ; Kun はる.か — far off; distant; long ago
遨	On ゴウ; Kun あそ.ぶ — play; enjoyment
適	On テキ; Kun かな.う — suitable; occasional; rare; qualified; capable
遭	On ソウ; Kun あ.う, あ.わせる — encounter; meet; party; association; interview; join
遮	On シャ; Kun さえぎ.る — intercept; interrupt; obstruct
遯	On トン; Kun のが.れる — deceive; hide; conceal; flee
遰	On テイ, セイ, タイ; Kun さる — grunting sound of pigs; clash
遲	On チ; Kun おく.れる, おく.らす, おそ.い — late; tardy; slow; delay
遴	On リン; Kun なや.む — select; choose; surname
遵	On ジュン; Kun — — abide by; follow; obey; learn
遶	On ニョウ, ジョウ; Kun めぐ.る — surround
遷	On セン; Kun うつ.る, うつ.す, みやこがえ — transition; move; change
選	On セン; Kun えら.ぶ, え.る, よ.る — elect; select; choose; prefer
遹	On イツ, イチ, シュツ, ジュチ; Kun かたよ.る — comply with; obey; shun; avoid
遺	On イ, ユイ; Kun のこ.す — bequeath; leave behind; reserve
遼	On リョウ; Kun — — distant
遽	On キョ; Kun あわ.てる, あわただ.しい, すみやか, にわか — fear; agitation; confusion; hurry
避	On ヒ; Kun さ.ける, よ.ける — evade; avoid; avert; ward off; shirk; shun
邀	On ヨウ; Kun むか.える, もと.める — go to meet; call
邁	On マイ, バイ; Kun ゆ.く — go; excel
邂	On カイ; Kun あ.う — meet unexpectedly
邃	On スイ; Kun おくぶか.い — deep; profound
還	On カン; Kun かえ.る — send back; return
邅	On ケン, テン; Kun なや.む — hesitant; faltering
邇	On ジ, ニ; Kun ちか.い — approach; near; close
邈	On バク, マク; Kun とお.い — far; distant; remote; slight
邉	On ヘン; Kun あた.り, ほと.り, -べ — edge; margin; side; border
邊	On ヘン; Kun あた.り, ほと.り, -べ — edge; margin; side; border
邋	On リョウ, ロウ; Kun くじく — rags
邌	On レイ, ライ, チ, ジ; Kun ね.る, おもむろ, おそい — parade; walk slowly
邏	On ラ; Kun めぐ.る — go around; conceal
邐	On リ; Kun つづ.く — meandering; winding
邑	On ユウ; Kun むら — village; rural community; right village radical (no. 163)
邕	On ヨウ, ユ; Kun — — former or literary name for Nann
邗	On カン; Kun — — an ancient place in the state of Wu
邘	On ウ, ク; Kun — — state in Henan province
邙	On ボウ, モウ; Kun — — mountain in Henan province
邛	On キョウ, グ; Kun — — in distress; mound
邠	On ヒン; Kun — — county in Shaanxi province
邢	On ケイ, ギョウ; Kun — — surname; state in today's Hebei
那	On ナ, ダ; Kun なに, なんぞ, いかん — what?
邦	On ホウ; Kun くに — home country; country; Japan
邨	On ソン; Kun むら — village; hamlet; rustic
邪	On ジャ; Kun よこし.ま — wicked; injustice; wrong
邯	On カン; Kun — — place name; tree cricket
邰	On タイ; Kun — — surname; state in today's Shaanxi
邱	On キュウ; Kun おか — hill
邲	On ヒツ, ビチ, ヒ; Kun — — good-looking; name of a place
邳	On ヒ; Kun — — department in the State of Lu, in what is now Shantung or N. China
邴	On ヘイ, ヒョウ; Kun — — name of a city in the ancient state of Song in what is now Shandong; pleased
邵	On ショウ; Kun — — place name
邶	On ハイ; Kun — — place in today's Henan province
邸	On テイ; Kun やしき — residence; mansion
邽	On ケイ, ケ; Kun — — name of a county in Han dynasty
邾	On チュ, シュ; Kun — — feudal state which existed BC 700-469, now in Shandong
郁	On イク; Kun — — cultural progress; perfume
郃	On コウ, ギョウ; Kun あ.う — county in Shaanxi province
郄	On ケキ, キャク; Kun — — surname
郅	On シツ, シチ, チツ, チチ; Kun いた.る — to go up to; flourishing a superlative
郇	On シュン, カン; Kun — — an ancient feudal State in Shaanxi
郈	On コウ, ク; Kun — — place in Shandong province
郊	On コウ; Kun — — outskirts; suburbs; rural area
郌	On ケイ, ケ; Kun — — name of an ancient Hsien in modern Gansu/Shaanxi area
郎	On ロウ, リョウ; Kun おとこ — son; counter for sons
郕	On セイ, ジョウ; Kun — — state in Shandong province
郗	On チ, キ, ケ; Kun — — city under the Chou Dyn.; surname
郙	On フ; Kun — — to be exiled; delay payment for
郛	On フ; Kun くるわ — earthwork enclosure around a castle
郜	On コウ, コク; Kun — — name of fief in Shandong bestowed on the eldest son of Wen Wang
郝	On カク, セキ, シャク; Kun — — surname; place in today's Shanxi
郞	On ロウ; Kun おとこ — gentleman
郟	On コウ, キョウ; Kun — — county in Henan province; surname
郡	On グン; Kun こおり — county; district
郢	On エイ; Kun — — place name
郤	On ゲキ, キャク, ケキ; Kun — — crevice; interstice
部	On ブ; Kun -べ — section; bureau; dept; class; copy; part; portion; counter for copies of a newspaper or magazine
郭	On カク; Kun くるわ — enclosure; quarters; fortification; red-light district
郯	On タン; Kun — — name of a small ancient principality which was situated in what is now part of Shantung and Kiangsu
郰	On ショウ, シュウ, シュ, サン; Kun — — birthplace of Confucius; place in Shantong
郴	On チン; Kun — — county in Hunan province; surname
郵	On ユウ; Kun — — mail; stagecoach stop
郷	On キョウ, ゴウ; Kun さと — home town; village; native place; district
都	On ト, ツ; Kun みやこ — metropolis; capital; all; everything
郾	On エン, オン; Kun — — county in Henan province
郿	On ビ, ミ; Kun — — county in Shaanxi province
鄀	On ジャク, ニャク, チャク; Kun — — state in Henan province
鄂	On ガク; Kun — — place name; frankly
鄆	On ウン; Kun — — surname; an ancient town's name
鄈	On キ; Kun — — slippers; sandals; dance shoes
鄍	On ベイ, メイ, ミョウ; Kun — — town in Shandong province
鄐	On チク, キク; Kun — — town in Henan province
鄒	On スウ, シュ, シュウ; Kun — — place name
鄔	On オ, ウ, ヨ; Kun — — various place names; surname; transliteration of Sanskrit "u"
鄕	On キョウ, ゴウ; Kun さと, ふるさと, さきに — country; rural; village
鄖	On ウン; Kun — — county in Hubei province
鄗	On コウ, カク; Kun — — county in Hebei province
鄘	On ヨウ, ユ; Kun — — state in Henan province
鄙	On ヒ; Kun ひな, ひな.びる, いや.しい — lowly; the country; the countryside; be countrified
鄚	On バク, マク; Kun — — place in today's Hebei province
鄜	On フ, ロク; Kun — — county in Shaanxi province
鄞	On ギン, ゴン; Kun — — county in Zhejiang province
鄠	On コ; Kun — — county in Shaanxi province
鄢	On エン, オン; Kun — — name of a district in Honan
鄣	On ショウ; Kun — — name of ancient city in N. Jiangsu; near Shandong
鄧	On トウ; Kun — — surname
鄩	On シン; Kun — — county in Shandong province
鄭	On テイ, ジョウ; Kun — — an ancient Chinese province
鄯	On セン; Kun — — district in Gansu during the Tang dynasty
鄰	On リン; Kun とな.る, となり — neighbor; neighborhood
鄱	On ハ, ヒ, ハン; Kun — — county and lake in Jiangxi
鄲	On タン; Kun — — place name
鄴	On ギョウ, ゴウ; Kun — — place in today's Honan province
鄶	On カイ, ケ; Kun — — state in today's Henan province
鄹	On シュウ, シュ; Kun — — name of a state; surname
鄺	On コウ; Kun — — surname
酃	On レイ, リョウ; Kun — — the spirit of a being; which acts upon others spirit; divine; efficacious
酆	On フウ, ホウ; Kun — — name of Zhou period state
